sample_id,file_path,dataset,original_id,identity,manipulation_type,generator_tool,language,modality,provenance,semantic_class,visual_label,audio_label,final_label,split,held_out
itw_0bfca406a595,data/raw/modern_challenge/in_the_wild/real/16721.wav,In-the-Wild,16721.wav,Martin Luther King,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c00fc656be0,data/raw/modern_challenge/in_the_wild/real/3853.wav,In-the-Wild,3853.wav,Ayn Rand,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c018b7a7b79,data/raw/modern_challenge/in_the_wild/real/13978.wav,In-the-Wild,13978.wav,JFK,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c0621477c40,data/raw/modern_challenge/in_the_wild/real/20166.wav,In-the-Wild,20166.wav,Bill Clinton,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c078d3a6fd7,data/raw/modern_challenge/in_the_wild/real/2943.wav,In-the-Wild,2943.wav,Lyndon Johnson,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c0998061bfd,data/raw/modern_challenge/in_the_wild/real/26285.wav,In-the-Wild,26285.wav,Ayn Rand,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c0e2ef97461,data/raw/modern_challenge/in_the_wild/real/31052.wav,In-the-Wild,31052.wav,JFK,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c0e7d2838f1,data/raw/modern_challenge/in_the_wild/real/16730.wav,In-the-Wild,16730.wav,Winston Churchill,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c11702b5787,data/raw/modern_challenge/in_the_wild/fake/11904.wav,In-the-Wild,11904.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c130db99452,data/raw/modern_challenge/in_the_wild/fake/11980.wav,In-the-Wild,11980.wav,Norm MacDonald,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c1765f65962,data/raw/modern_challenge/in_the_wild/real/9204.wav,In-the-Wild,9204.wav,Ayn Rand,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c18db33b825,data/raw/modern_challenge/in_the_wild/real/24335.wav,In-the-Wild,24335.wav,Winston Churchill,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c18f8357fff,data/raw/modern_challenge/in_the_wild/fake/21715.wav,In-the-Wild,21715.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c19225f462d,data/raw/modern_challenge/in_the_wild/real/19807.wav,In-the-Wild,19807.wav,Ayn Rand,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c1cfc8b2ea3,data/raw/modern_challenge/in_the_wild/real/13983.wav,In-the-Wild,13983.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c1d8a7a5875,data/raw/modern_challenge/in_the_wild/real/21284.wav,In-the-Wild,21284.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c1f13096026,data/raw/modern_challenge/in_the_wild/real/8504.wav,In-the-Wild,8504.wav,Orson Welles,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c2164d6cf9a,data/raw/modern_challenge/in_the_wild/real/25322.wav,In-the-Wild,25322.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c26007c790d,data/raw/modern_challenge/in_the_wild/real/26755.wav,In-the-Wild,26755.wav,Malcolm X,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c27e72c0890,data/raw/modern_challenge/in_the_wild/real/29413.wav,In-the-Wild,29413.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c2afc8a1505,data/raw/modern_challenge/in_the_wild/fake/1476.wav,In-the-Wild,1476.wav,John Cleese,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c2b70855d4b,data/raw/modern_challenge/in_the_wild/fake/5717.wav,In-the-Wild,5717.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c2cde2fe359,data/raw/modern_challenge/in_the_wild/real/16566.wav,In-the-Wild,16566.wav,Bill Clinton,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c3148219771,data/raw/modern_challenge/in_the_wild/real/22098.wav,In-the-Wild,22098.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c333c14b3b8,data/raw/modern_challenge/in_the_wild/real/20015.wav,In-the-Wild,20015.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c33f07dcd09,data/raw/modern_challenge/in_the_wild/fake/9020.wav,In-the-Wild,9020.wav,Ayn Rand,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c3416484113,data/raw/modern_challenge/in_the_wild/real/12862.wav,In-the-Wild,12862.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c3661570892,data/raw/modern_challenge/in_the_wild/fake/19291.wav,In-the-Wild,19291.wav,Martin Luther King,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c37b17e7364,data/raw/modern_challenge/in_the_wild/real/28337.wav,In-the-Wild,28337.wav,Bill Clinton,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c38010dd8df,data/raw/modern_challenge/in_the_wild/real/17874.wav,In-the-Wild,17874.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c396da08bea,data/raw/modern_challenge/in_the_wild/fake/16205.wav,In-the-Wild,16205.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c3a8fedb3f4,data/raw/modern_challenge/in_the_wild/real/22611.wav,In-the-Wild,22611.wav,Winston Churchill,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c41b5015634,data/raw/modern_challenge/in_the_wild/real/2858.wav,In-the-Wild,2858.wav,Bill Clinton,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c420f56f0da,data/raw/modern_challenge/in_the_wild/real/29736.wav,In-the-Wild,29736.wav,Winston Churchill,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c4253ef162b,data/raw/modern_challenge/in_the_wild/fake/23162.wav,In-the-Wild,23162.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c42d07cc12f,data/raw/modern_challenge/in_the_wild/fake/19765.wav,In-the-Wild,19765.wav,Milton Friedman,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c435e9a94dd,data/raw/modern_challenge/in_the_wild/real/14619.wav,In-the-Wild,14619.wav,Christopher Hitchens,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c4912bd7b63,data/raw/modern_challenge/in_the_wild/real/25688.wav,In-the-Wild,25688.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c4ab10561f2,data/raw/modern_challenge/in_the_wild/fake/8740.wav,In-the-Wild,8740.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c4dd95f0b92,data/raw/modern_challenge/in_the_wild/real/8656.wav,In-the-Wild,8656.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c50bea7f49a,data/raw/modern_challenge/in_the_wild/fake/15076.wav,In-the-Wild,15076.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c51113f4fd3,data/raw/modern_challenge/in_the_wild/real/21336.wav,In-the-Wild,21336.wav,Arnold Schwarzenegger,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c5214d3bd69,data/raw/modern_challenge/in_the_wild/real/2655.wav,In-the-Wild,2655.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c52edc728ac,data/raw/modern_challenge/in_the_wild/fake/14126.wav,In-the-Wild,14126.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c56b2ab6ed5,data/raw/modern_challenge/in_the_wild/fake/12346.wav,In-the-Wild,12346.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c585bee175f,data/raw/modern_challenge/in_the_wild/fake/25041.wav,In-the-Wild,25041.wav,2Pac,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c5cc48af3a5,data/raw/modern_challenge/in_the_wild/fake/2799.wav,In-the-Wild,2799.wav,Bill Clinton,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c5cee45eb23,data/raw/modern_challenge/in_the_wild/fake/31062.wav,In-the-Wild,31062.wav,Winston Churchill,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c5d78232523,data/raw/modern_challenge/in_the_wild/real/29158.wav,In-the-Wild,29158.wav,John Cleese,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c637b837126,data/raw/modern_challenge/in_the_wild/fake/16214.wav,In-the-Wild,16214.wav,JFK,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c677aa83c1d,data/raw/modern_challenge/in_the_wild/fake/22678.wav,In-the-Wild,22678.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c6f4407817c,data/raw/modern_challenge/in_the_wild/fake/20955.wav,In-the-Wild,20955.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c705b43bb1f,data/raw/modern_challenge/in_the_wild/real/27094.wav,In-the-Wild,27094.wav,Ayn Rand,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c7303f735c0,data/raw/modern_challenge/in_the_wild/real/30656.wav,In-the-Wild,30656.wav,Boris Johnson,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c7538ebdd0c,data/raw/modern_challenge/in_the_wild/real/8898.wav,In-the-Wild,8898.wav,JFK,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c76d0473620,data/raw/modern_challenge/in_the_wild/fake/12084.wav,In-the-Wild,12084.wav,Kanye West,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c774c20d8cc,data/raw/modern_challenge/in_the_wild/real/13378.wav,In-the-Wild,13378.wav,FDR,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c7cc293f54a,data/raw/modern_challenge/in_the_wild/fake/13782.wav,In-the-Wild,13782.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c7e90b939b6,data/raw/modern_challenge/in_the_wild/real/26463.wav,In-the-Wild,26463.wav,Martin Luther King,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c810a155281,data/raw/modern_challenge/in_the_wild/real/9529.wav,In-the-Wild,9529.wav,Bernie Sanders,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c81e3001cce,data/raw/modern_challenge/in_the_wild/fake/26245.wav,In-the-Wild,26245.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c833ba19822,data/raw/modern_challenge/in_the_wild/real/13001.wav,In-the-Wild,13001.wav,Winston Churchill,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c8759b417c9,data/raw/modern_challenge/in_the_wild/fake/31307.wav,In-the-Wild,31307.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c89a9950178,data/raw/modern_challenge/in_the_wild/real/17419.wav,In-the-Wild,17419.wav,Louis Farrakhan,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c8a663aaa88,data/raw/modern_challenge/in_the_wild/fake/26497.wav,In-the-Wild,26497.wav,Arnold Schwarzenegger,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c8acbb8f3e4,data/raw/modern_challenge/in_the_wild/fake/13431.wav,In-the-Wild,13431.wav,Ayn Rand,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c8bca19a45d,data/raw/modern_challenge/in_the_wild/fake/17161.wav,In-the-Wild,17161.wav,Christopher Hitchens,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c8d5506371c,data/raw/modern_challenge/in_the_wild/fake/18796.wav,In-the-Wild,18796.wav,Ayn Rand,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c8ec2e9c106,data/raw/modern_challenge/in_the_wild/fake/23441.wav,In-the-Wild,23441.wav,Ayn Rand,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c8fb8503aea,data/raw/modern_challenge/in_the_wild/fake/4360.wav,In-the-Wild,4360.wav,Ronald Reagan,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c911a06a4b8,data/raw/modern_challenge/in_the_wild/real/2930.wav,In-the-Wild,2930.wav,JFK,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c93081316d9,data/raw/modern_challenge/in_the_wild/real/5327.wav,In-the-Wild,5327.wav,JFK,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c93433fe803,data/raw/modern_challenge/in_the_wild/real/21075.wav,In-the-Wild,21075.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c93f1c81713,data/raw/modern_challenge/in_the_wild/real/7672.wav,In-the-Wild,7672.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c9438ad98de,data/raw/modern_challenge/in_the_wild/real/30540.wav,In-the-Wild,30540.wav,Christopher Hitchens,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c950f316ba2,data/raw/modern_challenge/in_the_wild/fake/22953.wav,In-the-Wild,22953.wav,Arnold Schwarzenegger,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c9821e29a09,data/raw/modern_challenge/in_the_wild/real/12055.wav,In-the-Wild,12055.wav,John Cleese,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c9aedd08411,data/raw/modern_challenge/in_the_wild/real/11678.wav,In-the-Wild,11678.wav,Bill Clinton,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0c9bdd2c3b51,data/raw/modern_challenge/in_the_wild/fake/16907.wav,In-the-Wild,16907.wav,Queen Elizabeth II,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0c9fc7f8f6f7,data/raw/modern_challenge/in_the_wild/fake/68.wav,In-the-Wild,68.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0ca0901a9830,data/raw/modern_challenge/in_the_wild/real/9275.wav,In-the-Wild,9275.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0ca5e21e0061,data/raw/modern_challenge/in_the_wild/fake/9693.wav,In-the-Wild,9693.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0ca790e98762,data/raw/modern_challenge/in_the_wild/real/6166.wav,In-the-Wild,6166.wav,FDR,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cab1e076bef,data/raw/modern_challenge/in_the_wild/real/10215.wav,In-the-Wild,10215.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cabcf25c39d,data/raw/modern_challenge/in_the_wild/real/4762.wav,In-the-Wild,4762.wav,Jeff Goldblum,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cac51dcb590,data/raw/modern_challenge/in_the_wild/fake/27796.wav,In-the-Wild,27796.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cb1c075284d,data/raw/modern_challenge/in_the_wild/fake/6901.wav,In-the-Wild,6901.wav,Ayn Rand,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cb4447af73f,data/raw/modern_challenge/in_the_wild/real/16928.wav,In-the-Wild,16928.wav,Nelson Mandela,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cb57c2778fa,data/raw/modern_challenge/in_the_wild/real/2042.wav,In-the-Wild,2042.wav,Bill Clinton,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cba66ee7fce,data/raw/modern_challenge/in_the_wild/real/15813.wav,In-the-Wild,15813.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cbbd43fe160,data/raw/modern_challenge/in_the_wild/fake/25893.wav,In-the-Wild,25893.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cbcc8ec48f1,data/raw/modern_challenge/in_the_wild/fake/26099.wav,In-the-Wild,26099.wav,Ayn Rand,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cbe0d4aff9a,data/raw/modern_challenge/in_the_wild/real/27986.wav,In-the-Wild,27986.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cc0568402d9,data/raw/modern_challenge/in_the_wild/fake/7121.wav,In-the-Wild,7121.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cc0e06792c3,data/raw/modern_challenge/in_the_wild/real/27305.wav,In-the-Wild,27305.wav,Bernie Sanders,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cc4cfb1ab9b,data/raw/modern_challenge/in_the_wild/fake/28989.wav,In-the-Wild,28989.wav,Bill Clinton,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0ccfc58f338e,data/raw/modern_challenge/in_the_wild/real/2635.wav,In-the-Wild,2635.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cd047125f28,data/raw/modern_challenge/in_the_wild/real/13065.wav,In-the-Wild,13065.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cd0b53460ce,data/raw/modern_challenge/in_the_wild/real/26268.wav,In-the-Wild,26268.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cd35a3b5aad,data/raw/modern_challenge/in_the_wild/fake/25212.wav,In-the-Wild,25212.wav,Alexandria Ocasio-Cortez,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cdabfcb48e9,data/raw/modern_challenge/in_the_wild/fake/22111.wav,In-the-Wild,22111.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cdfa7eea36f,data/raw/modern_challenge/in_the_wild/real/23266.wav,In-the-Wild,23266.wav,Ronald Reagan,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0ce05b234a39,data/raw/modern_challenge/in_the_wild/real/13523.wav,In-the-Wild,13523.wav,Bill Clinton,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0ce109fe6755,data/raw/modern_challenge/in_the_wild/real/26932.wav,In-the-Wild,26932.wav,Arnold Schwarzenegger,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0ce1c5a45fca,data/raw/modern_challenge/in_the_wild/fake/15693.wav,In-the-Wild,15693.wav,Barack Obama,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0ce6c3072a68,data/raw/modern_challenge/in_the_wild/real/22749.wav,In-the-Wild,22749.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0ce74673b4e6,data/raw/modern_challenge/in_the_wild/fake/28128.wav,In-the-Wild,28128.wav,Bernie Sanders,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0ce75a8b5a55,data/raw/modern_challenge/in_the_wild/real/6421.wav,In-the-Wild,6421.wav,JFK,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cec4ab36b0c,data/raw/modern_challenge/in_the_wild/fake/27623.wav,In-the-Wild,27623.wav,Bill Clinton,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cf262b59203,data/raw/modern_challenge/in_the_wild/real/5779.wav,In-the-Wild,5779.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cf51e643139,data/raw/modern_challenge/in_the_wild/real/20816.wav,In-the-Wild,20816.wav,Alec Guinness,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cf774569351,data/raw/modern_challenge/in_the_wild/real/12.wav,In-the-Wild,12.wav,Calvin Coolidge,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cf9a86e4973,data/raw/modern_challenge/in_the_wild/fake/25505.wav,In-the-Wild,25505.wav,Ayn Rand,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cfac0efe4e6,data/raw/modern_challenge/in_the_wild/fake/26333.wav,In-the-Wild,26333.wav,Barack Obama,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cfacaecfba3,data/raw/modern_challenge/in_the_wild/real/21189.wav,In-the-Wild,21189.wav,Donald Trump,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cfc00ea0f1f,data/raw/modern_challenge/in_the_wild/fake/21968.wav,In-the-Wild,21968.wav,Alec Guinness,audio_cloning,elevenlabs_and_others,english,audio_only,huggingface/mueller91/In-The-Wild,AUDIO_MANIPULATION,0,1,2,external_test,true
itw_0cfc2396d234,data/raw/modern_challenge/in_the_wild/real/679.wav,In-the-Wild,679.wav,Barack Obama,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cfe119f6711,data/raw/modern_challenge/in_the_wild/real/22491.wav,In-the-Wild,22491.wav,Bill Clinton,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
itw_0cff313dd706,data/raw/modern_challenge/in_the_wild/real/12929.wav,In-the-Wild,12929.wav,Kanye West,none,none,english,audio_only,huggingface/mueller91/In-The-Wild,REAL,0,0,0,external_test,true
